i_id,商品名称,缺失字段,缺失原因,建议补充问题,优先级
YH06K18B04S05,梅花鹿收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K18B04S05,梅花鹿收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K18B04S05,梅花鹿收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K18B04S05,梅花鹿收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K18B04S05,梅花鹿收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K18B04S05,梅花鹿收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K18B04S11,梅花鹿收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K18B04S11,梅花鹿收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K18B04S11,梅花鹿收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K18B04S11,梅花鹿收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K18B04S11,梅花鹿收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K18B04S11,梅花鹿收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K18B04S11,梅花鹿收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B01S11,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B01S11,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B01S11,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B01S11,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B01S11,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B01S11,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B01S11,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B01S13,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B01S13,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B01S13,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B01S13,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B01S13,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B01S13,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B01S13,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B02S11,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B02S11,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B02S11,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B02S11,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B02S11,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B02S11,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B02S11,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B02S13,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B02S13,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B02S13,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B02S13,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B02S13,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B02S13,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B02S13,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B03S11,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B03S11,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B03S11,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B03S11,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B03S11,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B03S11,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B03S11,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B03S13,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B03S13,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B03S13,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B03S13,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B03S13,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B03S13,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B03S13,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B04S13,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B04S13,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B04S13,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B04S13,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B04S13,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B04S13,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B04S13,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B05S13,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B05S13,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B05S13,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B05S13,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B05S13,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B05S13,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B05S13,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B06S13,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B06S13,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B06S13,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B06S13,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B06S13,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B06S13,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B06S13,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B07S13,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B07S13,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B07S13,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B07S13,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B07S13,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B07S13,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B07S13,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B08S13,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B08S13,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B08S13,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B08S13,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B08S13,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B08S13,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B08S13,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K19B09S13,趴趴狗收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K19B09S13,趴趴狗收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K19B09S13,趴趴狗收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K19B09S13,趴趴狗收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K19B09S13,趴趴狗收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K19B09S13,趴趴狗收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K19B09S13,趴趴狗收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K24B03S06,YH06K24B03S06,main_image,API数据中该字段为空,请上传商品主图,M
YH06K24B03S06,YH06K24B03S06,price,API数据中该字段为空,请补充成本价或售价,M
YH06K24B03S06,YH06K24B03S06,material,API数据中该字段为空,请补充商品材质信息,L
YH06K24B03S06,YH06K24B03S06,weight,API数据中该字段为空,请补充商品重量,L
YH06K24B03S06,YH06K24B03S06,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B01S03,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B01S03,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B01S03,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B01S03,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B01S03,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B01S03,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B01S03,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B01S03,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B01S10,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B01S10,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B01S10,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B01S10,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B01S10,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B01S10,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B01S10,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B01S10,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B02S03,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B02S03,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B02S03,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B02S03,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B02S03,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B02S03,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B02S03,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B02S03,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B02S10,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B02S10,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B02S10,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B02S10,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B02S10,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B02S10,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B02S10,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B02S10,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B03S03,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B03S03,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B03S03,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B03S03,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B03S03,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B03S03,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B03S03,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B03S03,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B03S10,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B03S10,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B03S10,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B03S10,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B03S10,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B03S10,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B03S10,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B03S10,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B04S03,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B04S03,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B04S03,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B04S03,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B04S03,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B04S03,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B04S03,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B04S03,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B04S10,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B04S10,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B04S10,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B04S10,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B04S10,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B04S10,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B04S10,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B04S10,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B05S03,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B05S03,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B05S03,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B05S03,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B05S03,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B05S03,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B05S03,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B05S03,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B05S10,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B05S10,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B05S10,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B05S10,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B05S10,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B05S10,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B05S10,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B05S10,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B06S03,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B06S03,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B06S03,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B06S03,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B06S03,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B06S03,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B06S03,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B06S03,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B06S10,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B06S10,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B06S10,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B06S10,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B06S10,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B06S10,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B06S10,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B06S10,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B07S03,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B07S03,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B07S03,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B07S03,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B07S03,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B07S03,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B07S03,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B07S03,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B07S10,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B07S10,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B07S10,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B07S10,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B07S10,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B07S10,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B07S10,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B07S10,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B08S03,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B08S03,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B08S03,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B08S03,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B08S03,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B08S03,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B08S03,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B08S03,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K26B08S10,萌狐铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K26B08S10,萌狐铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K26B08S10,萌狐铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K26B08S10,萌狐铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K26B08S10,萌狐铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K26B08S10,萌狐铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K26B08S10,萌狐铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K26B08S10,萌狐铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K27B01S03,萌兔铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K27B01S03,萌兔铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K27B01S03,萌兔铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K27B01S03,萌兔铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K27B01S03,萌兔铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K27B01S03,萌兔铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K27B01S03,萌兔铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K27B01S03,萌兔铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K27B01S06,萌兔铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K27B01S06,萌兔铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K27B01S06,萌兔铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K27B01S06,萌兔铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K27B01S06,萌兔铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K27B01S06,萌兔铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K27B01S06,萌兔铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K27B01S06,萌兔铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K27B02S03,萌兔铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K27B02S03,萌兔铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K27B02S03,萌兔铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K27B02S03,萌兔铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K27B02S03,萌兔铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K27B02S03,萌兔铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K27B02S03,萌兔铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K27B02S03,萌兔铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K27B02S06,萌兔铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K27B02S06,萌兔铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K27B02S06,萌兔铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K27B02S06,萌兔铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K27B02S06,萌兔铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K27B02S06,萌兔铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K27B02S06,萌兔铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K27B02S06,萌兔铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K27B03S03,萌兔铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K27B03S03,萌兔铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K27B03S03,萌兔铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K27B03S03,萌兔铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K27B03S03,萌兔铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH06K27B03S03,萌兔铁杆收纳架,material,API数据中该字段为空,请补充商品材质信息,L
YH06K27B03S03,萌兔铁杆收纳架,weight,API数据中该字段为空,请补充商品重量,L
YH06K27B03S03,萌兔铁杆收纳架,color,API数据中该字段为空,请补充商品颜色信息,L
YH06K27B03S06,萌兔铁杆收纳架,main_image,API数据中该字段为空,请上传商品主图,M
YH06K27B03S06,萌兔铁杆收纳架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH06K27B03S06,萌兔铁杆收纳架,price,API数据中该字段为空,请补充成本价或售价,M
YH06K27B03S06,萌兔铁杆收纳架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH06K27B03S06,萌兔铁杆收纳架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
